"iso3c","year","genus_cat","scientific_name","common_name","Genus","Family","Order","production_sector","Production_area","tonnes","spp_prop"
"UKR","2014","Demersal Fish","melanogrammus aeglefinus","haddock","melanogrammus","gadidae","gadiformes","import","Marine areas",7162.2426757998,0.0114731379124914
"UKR","2014","Demersal Fish","merlangius merlangus","whiting","merlangius","gadidae","gadiformes","import","Marine areas",7777.64344577063,0.0124589433682581
"UKR","2014","Demersal Fish","Merluccius australis","Southern hake","Merluccius","MERLUCCIIDAE","GADIFORMES","Capture production","Marine areas",273.374717691343,0.000437916722433721
"UKR","2014","Demersal Fish","Micromesistius australis","Southern blue whiting","Micromesistius","GADIDAE","GADIFORMES","Capture production","Marine areas",10583.278544542,0.0169532672661476
"UKR","2014","Demersal Fish","molva molva","ling","molva","lotidae","gadiformes","import","Marine areas",0.115835303052632,1.85555623736202e-07
"UKR","2014","Demersal Fish","Mugil soiuy","So-iuy mullet","Mugil","MUGILIDAE","MUGILIFORMES","Aquaculture production","Marine areas",719.407151819323,0.00115241242745716
"UKR","2014","Demersal Fish","Mugil soiuy","So-iuy mullet","Mugil","MUGILIDAE","MUGILIFORMES","Capture production","Marine areas",518.772490589711,0.000831017406021885
"UKR","2014","Demersal Fish","Mugilidae","Mullets nei","Mugilidae","MUGILIDAE","MUGILIFORMES","Aquaculture production","Marine areas",1.59868255959849,2.56091650546036e-06
"UKR","2014","Demersal Fish","Mugilidae","Mullets nei","Mugilidae","MUGILIDAE","MUGILIFORMES","Capture production","Marine areas",75.1380803011292,0.000120363075756637
"UKR","2014","Demersal Fish","Platichthys flesus","European flounder","Platichthys","PLEURONECTIDAE","PLEURONECTIFORMES","Capture production","Marine areas",1.59868255959849,2.56091650546036e-06
"UKR","2014","Demersal Fish","Psetta maxima","Turbot","Psetta","SCOPHTHALMIDAE","PLEURONECTIFORMES","Capture production","Marine areas",81.5328105395232,0.000130606741778478
"UKR","2014","Demersal Fish","Raja clavata","Thornback ray","Raja","RAJIDAE","RAJIFORMES","Capture production","Marine areas",2.39802383939774,3.84137475819053e-06
"UKR","2014","Demersal Fish","reinhardtius hippoglossoides","greenland halibut","reinhardtius","pleuronectidae","pleuronectiformes","import","Marine areas",2580.77047762137,0.00413411510200327
"UKR","2014","Demersal Fish","salilota australis","tadpole codling","salilota","moridae","gadiformes","import","Marine areas",10314.5007795348,0.0165227143645881
"UKR","2014","Demersal Fish","sciaenidae","croakers, drums nei",NA,"sciaenidae","perciformes","import","Marine areas",6594.78057711063,0.0105641250218264
"UKR","2014","Demersal Fish","Seriolella brama","Common warehou","Seriolella","CENTROLOPHIDAE","STROMATEOIDEI, ANABANTOIDEI","Capture production","Marine areas",241.401066499373,0.000386698392324514
"UKR","2014","Demersal Fish","Seriolella punctata","Silver warehou","Seriolella","CENTROLOPHIDAE","STROMATEOIDEI, ANABANTOIDEI","Capture production","Marine areas",586.716499372647,0.000939856357503951
"UKR","2014","Demersal Fish","Squalus acanthias","Picked dogfish","Squalus","SQUALIDAE","SQUALIFORMES","Capture production","Marine areas",2.39802383939774,3.84137475819053e-06
"UKR","2014","Demersal Fish","thyrsites atun","snoek","thyrsites","gempylidae","perciformes","import","Marine areas",3356.82172285719,0.00537726523901771
"UKR","2014","Demersal Fish","Thyrsites atun","Snoek","Thyrsites","GEMPYLIDAE","SCOMBROIDEI","Capture production","Marine areas",7150.90708908407,0.0114549795289242
"UKR","2014","Freshwater Fish","Acipenseridae","Sturgeons nei","Acipenseridae","ACIPENSERIDAE","ACIPENSERIFORMES","Aquaculture production","Inland waters",130.400270910938,0.000208887126520097
"UKR","2014","Freshwater Fish","Alosa pontica","Pontic shad","Alosa","CLUPEIDAE","CLUPEIFORMES","Capture production","Inland waters",82.6928547240095,0.000132465007061525
"UKR","2014","Freshwater Fish","Alosa pontica","Pontic shad","Alosa","CLUPEIDAE","CLUPEIFORMES","Capture production","Marine areas",4.78537080934643,7.66564632661111e-06
"UKR","2014","Freshwater Fish","Alosa spp","Shads nei","Alosa","CLUPEIDAE","CLUPEIFORMES","Capture production","Inland waters",19.8780900778869,3.1842549774405e-05
"UKR","2014","Freshwater Fish","Carassius auratus","Goldfish","Carassius","CYPRINIDAE","CYPRINIFORMES","Capture production","Marine areas",1.6,2.56302690245501e-06
"UKR","2014","Freshwater Fish","chanos chanos","milkfish","chanos","chanidae","gonorynchiformes","import","Marine areas",2377.00868029482,0.00380771074685293
"UKR","2014","Freshwater Fish","Clupeonella cultriventris","Black and Caspian Sea sprat","Clupeonella","CLUPEIDAE","CLUPEIFORMES","Capture production","Inland waters",1451.10057568574,0.00232450613353157
"UKR","2014","Freshwater Fish","Clupeonella cultriventris","Black and Caspian Sea sprat","Clupeonella","CLUPEIDAE","CLUPEIFORMES","Capture production","Marine areas",9939.21517101253,0.0159215474203713
"UKR","2014","Freshwater Fish","oncorhynchus gorbuscha","pink(=humpback) salmon","oncorhynchus","salmonidae","salmoniformes","import","Marine areas",178.477928639156,0.000285902332872876
"UKR","2014","Freshwater Fish","Oncorhynchus mykiss","Rainbow trout","Oncorhynchus","SALMONIDAE","SALMONIFORMES","Aquaculture production","Inland waters",403.127666779546,0.000645766909424934
"UKR","2014","Freshwater Fish","Rutilus rutilus","Roach","Rutilus","CYPRINIDAE","CYPRINIFORMES","Capture production","Marine areas",52.8,8.45798877810152e-05
"UKR","2014","Freshwater Fish","salmo salar","atlantic salmon","salmo","salmonidae","salmoniformes","import","Marine areas",175093.389925235,0.280480668012764
"UKR","2014","Freshwater Fish","Sander lucioperca","Pike-perch","Sander","PERCIDAE","PERCOIDEI","Capture production","Marine areas",1.6,2.56302690245501e-06
"UKR","2014","Marine Fish; Other","Osteichthyes","Marine fishes nei","Osteichthyes",NA,"PISCES MISCELLANEA","Capture production","Marine areas",11868.6,0.0190122131840484
"UKR","2014","Moluscs; Other","mytilidae","sea mussels nei",NA,"mytilidae","mytiloida","import","Marine areas",8.55285136146898,1.370074258259e-05
"UKR","2014","Moluscs; Other","mytilus edulis","blue mussel","mytilus","mytilidae","mytiloida","import","Marine areas",13.4528987023907,2.15500883063933e-05
"UKR","2014","Moluscs; Other","Mytilus galloprovincialis","Mediterranean mussel","Mytilus","MYTILIDAE","BIVALVIA","Aquaculture production","Marine areas",50.7386968838527,8.12779031930153e-05
"UKR","2014","Moluscs; Other","Mytilus galloprovincialis","Mediterranean mussel","Mytilus","MYTILIDAE","BIVALVIA","Capture production","Marine areas",316.029597733711,0.000506245225602209
"UKR","2014","Moluscs; Other","pectinidae","scallops nei",NA,"pectinidae","ostreoida","import","Marine areas",686.058618368851,0.0010989916847128
"UKR","2014","Moluscs; Other","perna canaliculus","new zealand mussel","perna","mytilidae","mytiloida","import","Marine areas",586.008267476133,0.000938721846626486
"UKR","2014","Moluscs; Other","placopecten magellanicus","american sea scallop","placopecten","pectinidae","ostreoida","import","Marine areas",1512.71431079848,0.00242320467144074
"UKR","2014","Moluscs; Other","Rapana venosa","Veined rapa whelk","Rapana","MURICIDAE","GASTROPODA","Capture production","Marine areas",144.967705382436,0.000232222580551472
"UKR","2014","Pelagic Fish","brevoortia patronus","gulf menhaden","brevoortia","clupeidae","clupeiformes","import","Marine areas",9626.4411311566,0.0154205172462836
"UKR","2014","Pelagic Fish","clupea harengus","atlantic herring","clupea","clupeidae","clupeiformes","import","Marine areas",2096.26941393337,0.00335799681419051
"UKR","2014","Pelagic Fish","engraulis japonicus","japanese anchovy","engraulis","engraulidae","clupeiformes","import","Marine areas",416.494547095244,0.000667179205581827
"UKR","2014","Pelagic Fish","engraulis ringens","anchoveta(=peruvian anchovy)","engraulis","engraulidae","clupeiformes","import","Marine areas",10229.1191128708,0.0163859421716904
"UKR","2014","Pelagic Fish","sardinella aurita","round sardinella","sardinella","clupeidae","clupeiformes","import","Marine areas",0.0304479482689737,4.87743190862113e-08
"UKR","2014","Pelagic Fish","scomber scombrus","atlantic mackerel","scomber","scombridae","perciformes","import","Marine areas",133896.303055166,0.214487391793537
"UKR","2014","Pelagic Fish","sprattus sprattus","european sprat","sprattus","clupeidae","clupeiformes","import","Marine areas",14960.2187916439,0.0239646520184976
"UKR","2014","Pelagic Fish","strangomera bentincki","araucanian herring","strangomera","clupeidae","clupeiformes","import","Marine areas",4.65809666193664,7.46176691173716e-06
"UKR","2014","Pelagic Fish","thunnus albacares","yellowfin tuna","thunnus","scombridae","perciformes","import","Marine areas",22878.6937470364,0.0366491922291771
"UKR","2014","Pelagic Fish","trachurus trachurus","atlantic horse mackerel","trachurus","carangidae","perciformes","import","Marine areas",0.0315167883581015,5.04864852754968e-08
"UKR","2014","Pelagic Fish","trachurus trecae","cunene horse mackerel","trachurus","carangidae","perciformes","import","Marine areas",7116.60705350793,0.0114000345827137
"URY","2014","Cephalopods","dosidicus gigas","jumbo flying squid","dosidicus","ommastrephidae","teuthida","import","Marine areas",3205.06124674717,0.119443024318276
"URY","2014","Cephalopods","Illex argentinus","Argentine shortfin squid","Illex","OMMASTREPHIDAE","CEPHALOPODA","Capture production","Marine areas",411.5133,0.0153358670287749
"URY","2014","Cephalopods","octopodidae","octopuses, etc. nei",NA,"octopodidae","octopoda","import","Marine areas",948.783788707912,0.0353583274773424
"URY","2014","Cephalopods","teuthida","various squids nei",NA,NA,"teuthida","import","Marine areas",1304.3370449067,0.0486087314344259
"URY","2014","Crustaceans","callinectes sapidus","blue crab","callinectes","portunidae","decapoda","import","Marine areas",214.579671308891,0.00799674106832364
"URY","2014","Crustaceans","Chaceon notialis","Southwest Atlantic red crab","Chaceon","GERYONIDAE","BRACHYURA","Capture production","Marine areas",158.127852760736,0.0058929510260892
"URY","2014","Crustaceans","crangon crangon","common shrimp","crangon","crangonidae","decapoda","import","Marine areas",0.0482171259987752,1.79690773743377e-06
"URY","2014","Crustaceans","decapoda","marine crabs nei",NA,NA,"decapoda","import","Marine areas",657.784586005639,0.0245136595695941
"URY","2014","Crustaceans","litopenaeus vannamei","whiteleg shrimp","litopenaeus","penaeidae","decapoda","import","Marine areas",1.89578152430382,7.06500941095503e-05
"URY","2014","Crustaceans","metapenaeus","metapenaeus shrimps nei","metapenaeus","penaeidae","decapoda","import","Marine areas",127.214613717527,0.00474090728073422
"URY","2014","Crustaceans","penaeus","penaeus shrimps nei","penaeus","penaeidae","decapoda","import","Marine areas",1080.24931602165,0.0402576535641329
"URY","2014","Crustaceans","Penaeus paulensis","Sao Paulo shrimp","Penaeus","PENAEIDAE","NATANTIA","Capture production","Marine areas",1.3041472392638,4.86016579471274e-05
"URY","2014","Demersal Fish","anoplopoma fimbria","sablefish","anoplopoma","anoplopomatidae","scorpaeniformes","import","Marine areas",21.897104159468,0.000816039427413005
"URY","2014","Demersal Fish","lophius piscatorius","angler(=monk)","lophius","lophiidae","lophiiformes","import","Marine areas",87.1251322041724,0.00324689248767324
"URY","2014","Demersal Fish","macruronus magellanicus","patagonian grenadier","macruronus","merlucciidae","gadiformes","import","Marine areas",569.424971195136,0.0212207616159978
"URY","2014","Demersal Fish","merluccius merluccius","european hake","merluccius","merlucciidae","gadiformes","import","Marine areas",60.1057435884734,0.00223996087450508
"URY","2014","Demersal Fish","micromesistius poutassou","blue whiting(=poutassou)","micromesistius","gadidae","gadiformes","import","Marine areas",1483.63915629281,0.0552907836018675
"URY","2014","Demersal Fish","oreosomatidae","oreo dories nei",NA,"oreosomatidae","zeiformes","import","Marine areas",2147.1843177208,0.0800191225480126
"URY","2014","Demersal Fish","reinhardtius hippoglossoides","greenland halibut","reinhardtius","pleuronectidae","pleuronectiformes","import","Marine areas",3.89655300026128,0.000145212848971299
"URY","2014","Freshwater Fish","Acipenser baerii","Siberian sturgeon","Acipenser","ACIPENSERIDAE","ACIPENSERIFORMES","Aquaculture production","Inland waters",76.3857868020305,0.00284666927966676
"URY","2014","Freshwater Fish","Acipenseridae","Sturgeons nei","Acipenseridae","ACIPENSERIDAE","ACIPENSERIFORMES","Aquaculture production","Inland waters",2.81421319796954,0.000104877289250881
"URY","2014","Freshwater Fish","salmo salar","atlantic salmon","salmo","salmonidae","salmoniformes","import","Marine areas",171.694297520782,0.0063985317518963
"URY","2014","Marine Fish; Other","Osteichthyes","Marine fishes nei","Osteichthyes",NA,"PISCES MISCELLANEA","Capture production","Marine areas",993.6,0.0370284933191486
"URY","2014","Moluscs; Other","crassostrea virginica","american cupped oyster","crassostrea","ostreidae","ostreoida","import","Marine areas",5.01458110387263,0.000186878404693112
"URY","2014","Moluscs; Other","mytilidae","sea mussels nei",NA,"mytilidae","mytiloida","import","Marine areas",290.082516626859,0.0108105057658207
"URY","2014","Moluscs; Other","Mytilus platensis","River Plata mussel","Mytilus","MYTILIDAE","BIVALVIA","Capture production","Marine areas",57.6,0.00214657932284919
"URY","2014","Moluscs; Other","perna canaliculus","new zealand mussel","perna","mytilidae","mytiloida","import","Marine areas",636.576085985157,0.0237232823540974
"URY","2014","Moluscs; Other","placopecten magellanicus","american sea scallop","placopecten","pectinidae","ostreoida","import","Marine areas",433.589668018966,0.0161585870828222
"URY","2014","Pelagic Fish","brevoortia patronus","gulf menhaden","brevoortia","clupeidae","clupeiformes","import","Marine areas",36.5923471591166,0.0013636870796229
"URY","2014","Pelagic Fish","Brevoortia pectinata","Argentine menhaden","Brevoortia","CLUPEIDAE","CLUPEIFORMES","Capture production","Marine areas",1543.31443722564,0.0575147024236665
"URY","2014","Pelagic Fish","engraulis ringens","anchoveta(=peruvian anchovy)","engraulis","engraulidae","clupeiformes","import","Marine areas",306.887111493436,0.0114367626385542
"URY","2014","Pelagic Fish","katsuwonus pelamis","skipjack tuna","katsuwonus","scombridae","perciformes","import","Marine areas",4931.05019691989,0.18376545820555
"URY","2014","Pelagic Fish","Parona signata","Parona leatherjacket","Parona","CARANGIDAE","PERCOIDEI","Capture production","Marine areas",239.247434591747,0.00891603465519721
"URY","2014","Pelagic Fish","Pomatomus saltatrix","Bluefish","Pomatomus","POMATOMIDAE","PERCOIDEI","Capture production","Marine areas",136.472128182616,0.00508590709204911
"URY","2014","Pelagic Fish","scomber japonicus","pacific chub mackerel","scomber","scombridae","perciformes","import","Marine areas",56.9458309893683,0.00212220040493477
"URY","2014","Pelagic Fish","strangomera bentincki","araucanian herring","strangomera","clupeidae","clupeiformes","import","Marine areas",0.376010846925847,1.40127970343409e-05
"URY","2014","Pelagic Fish","trachurus capensis","cape horse mackerel","trachurus","carangidae","perciformes","import","Marine areas",4430.9747457762,0.165129145301218
"USA","2014","Aquatic Animals; Others","ascidiacea","sea squirts nei",NA,NA,NA,"import","Marine areas",519.786853752423,9.23874419408062e-05
"USA","2014","Aquatic Animals; Others","asteroidea","aquatic invertebrates nei",NA,NA,NA,"import","Marine areas",1524.16771925878,0.000270907114434529
"USA","2014","Aquatic Animals; Others","asteroidea","starfishes nei",NA,NA,NA,"import","Marine areas",1524.16771925878,0.000270907114434529
"USA","2014","Aquatic Animals; Others","Asteroidea","Starfishes nei","Asteroidea",NA,"ASTEROIDEA","Capture production","Marine areas",1.398023817946,2.4848616962881e-07
"USA","2014","Aquatic Animals; Others","echinodermata","echinoderms",NA,NA,NA,"import","Marine areas",54.8015074902909,9.74047545638663e-06
"USA","2014","Aquatic Animals; Others","Echinodermata","Echinoderms","Echinodermata",NA,"ECHINODERMATA","Capture production","Marine areas",351.253484258932,6.24321501192385e-05
"USA","2014","Aquatic Animals; Others","holothuroidea","sea cucumbers nei",NA,NA,NA,"import","Marine areas",732.733100879789,0.000130236723624184
"USA","2014","Aquatic Animals; Others","Holothuroidea","Sea cucumbers nei","Holothuroidea",NA,"HOLOTHUROIDEA","Capture production","Marine areas",426.047758519043,7.57261601943798e-05
"USA","2014","Aquatic Animals; Others","Limulus polyphemus","Horseshoe crab","Limulus","LIMULIDAE","XIPHOSURA","Capture production","Marine areas",379.563466572338,6.74639950542219e-05
"USA","2014","Aquatic Animals; Others","Polychaeta","Marine worms","Polychaeta",NA,"POLYCHAETA","Capture production","Marine areas",106.249810163896,1.88849488917896e-05
"USA","2014","Aquatic Animals; Others","Rhopilema spp","Jellyfishes nei","Rhopilema","RHIZOSTOMIDAE","SCYPHOZOA","Capture production","Marine areas",2321.76805565381,0.000412673406211046
"USA","2014","Aquatic Animals; Others","stomolophus meleagris","cannonball jellyfish","stomolophus","stomolophidae","rhizostomeae","import","Marine areas",399.312932941555,7.09742852133051e-05
"USA","2014","Aquatic Animals; Others","Strongylocentrotus spp","Sea urchins nei","Strongylocentrotus","STRONGYLOCENTROTIDAE","ECHINOIDEA","Capture production","Marine areas",2342.03940101403,0.000416276455670664
"USA","2014","Aquatic Plants","Ascophyllum nodosum","North Atlantic rockweed","Ascophyllum","FUCACEAE","PHAEOPHYCEAE","Capture production","Marine areas",4404.6,0.000782878065951044
"USA","2014","Aquatic Plants","Chlorophyceae","Green seaweeds","Chlorophyceae",NA,"CHLOROPHYCEAE","Capture production","Marine areas",13.5,2.39950367577966e-06
"USA","2014","Cephalopods","berryteuthis magister","schoolmaster gonate squid","berryteuthis","gonatidae","teuthida","import","Marine areas",222.958384386226,3.96288491022699e-05
"USA","2014","Cephalopods","dosidicus gigas","jumbo flying squid","dosidicus","ommastrephidae","teuthida","import","Marine areas",223.679822186553,3.97570781877315e-05
"USA","2014","Cephalopods","eledone cirrhosa","horned octopus","eledone","octopodidae","octopoda","import","Marine areas",15.8017821553354,2.80862476782198e-06
"USA","2014","Cephalopods","illex argentinus","argentine shortfin squid","illex","ommastrephidae","teuthida","import","Marine areas",28194.4403774701,0.0050113083942437
"USA","2014","Cephalopods","loligo","common squids nei","loligo","loliginidae","teuthida","import","Marine areas",1090.74974879956,0.000193870965303726
"USA","2014","Cephalopods","nototodarus sloanii","wellington flying squid","nototodarus","ommastrephidae","teuthida","import","Marine areas",281.840332913848,5.0094586282203e-05
"USA","2014","Cephalopods","octopodidae","octopuses, etc. nei",NA,"octopodidae","octopoda","import","Marine areas",15073.8283788361,0.00267923752615475
"USA","2014","Cephalopods","sepia officinalis","common cuttlefish","sepia","sepiidae","sepiida","import","Marine areas",2.1949121544085,3.90125909816049e-07
"USA","2014","Cephalopods","sepiidae","cuttlefish, bobtail squids nei",NA,"sepiidae","sepiida","import","Marine areas",132.261575814856,2.35083064690486e-05
"USA","2014","Cephalopods","teuthida","various squids nei",NA,NA,"teuthida","import","Marine areas",108796.484761977,0.0193375974146866
"USA","2014","Cephalopods","todarodes pacificus","japanese flying squid","todarodes","ommastrephidae","teuthida","import","Marine areas",3219.60183324881,0.000572255291364996
"USA","2014","Crustaceans","Artemia salina","Brine shrimp","Artemia","ARTEMIIDAE","ANOSTRACA","Capture production","Marine areas",79.1774784044715,1.40730852200366e-05
"USA","2014","Crustaceans","Brachyura","Marine crabs nei","Brachyura",NA,"BRACHYURA","Capture production","Marine areas",677.884026930894,0.000120487793657259
"USA","2014","Crustaceans","callinectes sapidus","blue crab","callinectes","portunidae","decapoda","import","Marine areas",1521.6982187007,0.000270468182903681
"USA","2014","Crustaceans","Callinectes sapidus","Blue crab","Callinectes","PORTUNIDAE","BRACHYURA","Capture production","Marine areas",24852.7573716971,0.00441735427160351
"USA","2014","Crustaceans","Cancer borealis","Jonah crab","Cancer","CANCRIDAE","BRACHYURA","Capture production","Marine areas",3080.90099466463,0.000547602463808222
"USA","2014","Crustaceans","Cancer irroratus","Atlantic rock crab","Cancer","CANCRIDAE","BRACHYURA","Capture production","Marine areas",348.302897611789,6.19077098595698e-05
"USA","2014","Crustaceans","Cancer magister","Dungeness crab","Cancer","CANCRIDAE","BRACHYURA","Capture production","Marine areas",9735.70954903455,0.00173043487772085
"USA","2014","Crustaceans","Cancer productus","Pacific rock crab","Cancer","CANCRIDAE","BRACHYURA","Capture production","Marine areas",411.878902439024,7.32077733613726e-05
"USA","2014","Crustaceans","Carcinus maenas","Green crab","Carcinus","PORTUNIDAE","BRACHYURA","Capture production","Marine areas",35.8833892276423,6.37794995193777e-06
"USA","2014","Crustaceans","Chionoecetes bairdi","Tanner crab","Chionoecetes","MAJIDAE","BRACHYURA","Capture production","Marine areas",1646.73553607724,0.000292692442359579
"USA","2014","Crustaceans","Chionoecetes opilio","Queen crab","Chionoecetes","MAJIDAE","BRACHYURA","Capture production","Marine areas",9517.67895579268,0.00169168189920854
"USA","2014","Crustaceans","Chionoecetes spp","Tanner crabs nei","Chionoecetes","MAJIDAE","BRACHYURA","Capture production","Marine areas",8.58081046747967,1.5251619450286e-06
"USA","2014","Crustaceans","crangon crangon","common shrimp","crangon","crangonidae","decapoda","import","Marine areas",2036.68011670109,0.000362001587141602
"USA","2014","Crustaceans","crangonidae","natantian decapods nei",NA,"crangonidae","decapoda","import","Marine areas",5268.40860337208,0.000936412282170407
"USA","2014","Crustaceans","Crustacea","Marine crustaceans nei","Crustacea",NA,"CRUSTACEA MISCELLANEA","Capture production","Marine areas",235.972287855691,4.19419534882864e-05
"USA","2014","Crustaceans","decapoda","marine crabs nei",NA,NA,"decapoda","import","Marine areas",158724.369189419,0.0282118301708014
"USA","2014","Crustaceans","euphausia superba","antarctic krill","euphausia","euphausiidae","euphausiacea","import","Marine areas",4420.11327532483,0.000785635411222549
"USA","2014","Crustaceans","fenneropenaeus merguiensis","banana prawn","fenneropenaeus","penaeidae","decapoda","import","Marine areas",153.8242414348,2.73408764997645e-05
"USA","2014","Crustaceans","galatheidae","craylets, squat lobsters nei",NA,"galatheidae","decapoda","import","Marine areas",0.276021064977124,4.90602637040907e-08
"USA","2014","Crustaceans","Homarus americanus","American lobster","Homarus","NEPHROPIDAE","REPTANTIA","Capture production","Marine areas",26185.5132520325,0.00465423965188363
"USA","2014","Crustaceans","jasus edwardsii","red rock lobster","jasus","palinuridae","decapoda","import","Marine areas",61.9019815887143,1.10025209155678e-05
"USA","2014","Crustaceans","litopenaeus vannamei","whiteleg shrimp","litopenaeus","penaeidae","decapoda","import","Marine areas",20842.5060441091,0.00370456813817034
"USA","2014","Crustaceans","melicertus kerathurus","caramote prawn","melicertus","penaeidae","decapoda","import","Marine areas",97.7760008156359,1.73788054340854e-05
"USA","2014","Crustaceans","menippe mercenaria","black stone crab","menippe","menippidae","decapoda","import","Marine areas",537.515297912197,9.55385135650455e-05
"USA","2014","Crustaceans","Menippe mercenaria","Black stone crab","Menippe","XANTHIDAE","BRACHYURA","Capture production","Marine areas",361.95418699187,6.43341038630245e-05
"USA","2014","Crustaceans","metanephrops challengeri","new zealand lobster","metanephrops","nephropidae","decapoda","import","Marine areas",1114.37925835328,0.000198070898268985
"USA","2014","Crustaceans","metapenaeus","metapenaeus shrimps nei","metapenaeus","penaeidae","decapoda","import","Marine areas",152026.732812069,0.0270213854962468
"USA","2014","Crustaceans","Natantia","Natantian decapods nei","Natantia",NA,"NATANTIA","Capture production","Marine areas",835.848946900406,0.000148564638554376
"USA","2014","Crustaceans","nephrops norvegicus","norway lobster","nephrops","nephropidae","decapoda","import","Marine areas",0.663027477983386,1.17847175597337e-07
"USA","2014","Crustaceans","pandalus borealis","northern prawn","pandalus","pandalidae","decapoda","import","Marine areas",87548.1562727839,0.0155608979840205
"USA","2014","Crustaceans","Pandalus borealis","Northern prawn","Pandalus","PANDALIDAE","NATANTIA","Capture production","Marine areas",4.29040523373984,7.62580972514299e-07
"USA","2014","Crustaceans","Pandalus jordani","Ocean shrimp","Pandalus","PANDALIDAE","NATANTIA","Capture production","Marine areas",16122.172757876,0.00286557131807987
"USA","2014","Crustaceans","Pandalus platyceros","Spot shrimp","Pandalus","PANDALIDAE","NATANTIA","Capture production","Marine areas",140.023225355691,2.48878699211485e-05
"USA","2014","Crustaceans","panulirus","tropical spiny lobsters nei","panulirus","palinuridae","decapoda","import","Marine areas",3.26966863039907,5.81154214609187e-07
"USA","2014","Crustaceans","panulirus argus","caribbean spiny lobster","panulirus","palinuridae","decapoda","import","Marine areas",2223.33648296089,0.000395178078767384
"USA","2014","Crustaceans","Panulirus argus","Caribbean spiny lobster","Panulirus","PALINURIDAE","REPTANTIA","Capture production","Marine areas",987.573277439024,0.0001755322747642
"USA","2014","Crustaceans","Panulirus spp","Tropical spiny lobsters nei","Panulirus","PALINURIDAE","REPTANTIA","Capture production","Marine areas",170.446098831301,3.02952622717044e-05
"USA","2014","Crustaceans","Paralithodes spp","King crabs","Paralithodes","LITHODIDAE","ANOMURA","Capture production","Marine areas",2948.67850609756,0.00052410110474619
"USA","2014","Crustaceans","parapenaeus longirostris","deep-water rose shrimp","parapenaeus","penaeidae","decapoda","import","Marine areas",2.42114449185534,4.30336674651894e-07
"USA","2014","Crustaceans","Penaeidae","Penaeid shrimps nei","Penaeidae","PENAEIDAE","NATANTIA","Capture production","Marine areas",0.780073678861789,1.38651085911691e-07
"USA","2014","Crustaceans","penaeus","penaeus shrimps nei","penaeus","penaeidae","decapoda","import","Marine areas",1014933.00071464,0.180395219695174
"USA","2014","Crustaceans","Penaeus aztecus","Northern brown shrimp","Penaeus","PENAEIDAE","NATANTIA","Capture production","Marine areas",19522.903960874,0.00347002072711188
"USA","2014","Crustaceans","Penaeus duorarum","Northern pink shrimp","Penaeus","PENAEIDAE","NATANTIA","Capture production","Marine areas",1762.18644054878,0.000313212803074509
"USA","2014","Crustaceans","penaeus monodon","giant tiger prawn","penaeus","penaeidae","decapoda","import","Marine areas",1323.48534696115,0.000235237626286948
"USA","2014","Crustaceans","Penaeus setiferus","Northern white shrimp","Penaeus","PENAEIDAE","NATANTIA","Capture production","Marine areas",18217.4506592988,0.00323798813483867
"USA","2014","Crustaceans","Penaeus vannamei","Whiteleg shrimp","Penaeus","PENAEIDAE","NATANTIA","Aquaculture production","Marine areas",861.591378302845,0.000153140124389462
"USA","2014","Crustaceans","Pleoticus robustus","Royal red shrimp","Pleoticus","SOLENOCERIDAE","NATANTIA","Capture production","Marine areas",156.014735772358,2.77302171823381e-05
"USA","2014","Crustaceans","scylla serrata","indo-pacific swamp crab","scylla","portunidae","decapoda","import","Marine areas",1.17455772330495,2.08767079591527e-07
"USA","2014","Crustaceans","Scyllaridae","Slipper lobsters nei","Scyllaridae","SCYLLARIDAE","REPTANTIA","Capture production","Marine areas",0.390036839430894,6.93255429558453e-08
"USA","2014","Crustaceans","Sicyonia brevirostris","Rock shrimp","Sicyonia","SICYONIIDAE","NATANTIA","Capture production","Marine areas",266.00512449187,4.72800202958865e-05
"USA","2014","Crustaceans","Sicyonia ingentis","Pacific rock shrimp","Sicyonia","SICYONIIDAE","NATANTIA","Capture production","Marine areas",93.2188046239837,1.6568804766447e-05
"USA","2014","Crustaceans","Stomatopoda","Stomatopods nei","Stomatopoda",NA,"STOMATOPODA","Capture production","Marine areas",0.780073678861789,1.38651085911691e-07
"USA","2014","Crustaceans","thenus orientalis","flathead lobster","thenus","scyllaridae","decapoda","import","Marine areas",695.694722805421,0.000123653484784602
"USA","2014","Crustaceans","Xiphopenaeus kroyeri","Atlantic seabob","Xiphopenaeus","PENAEIDAE","NATANTIA","Capture production","Marine areas",432.550854928862,7.68820271380324e-05
"USA","2014","Demersal Fish","Acanthuridae","Surgeonfishes nei","Acanthuridae","ACANTHURIDAE","ACANTHUROIDEI","Capture production","Marine areas",17.1002448487828,3.03941484232492e-06
"USA","2014","Demersal Fish","Alopias spp","Thresher sharks nei","Alopias","ALOPIIDAE","LAMNIFORMES","Capture production","Marine areas",6.08008705734498,1.08068083282664e-06
"USA","2014","Demersal Fish","Alopias superciliosus","Bigeye thresher","Alopias","ALOPIIDAE","LAMNIFORMES","Capture production","Marine areas",0.380005441084061,6.75425520516649e-08
"USA","2014","Demersal Fish","Alopias vulpinus","Thresher","Alopias","ALOPIIDAE","LAMNIFORMES","Capture production","Marine areas",52.8207563106845,9.38841473518142e-06
