"","mar_taxa_name","mar_match_key","afcd_match_species","afcd_match_genus","afcd_match_family","afcd_match_order","afcd_match_class","afcd_match_phylum","missing","tonnes"
"1103","pomacentridae","pomacentridae",NA,NA,"pomacentridae",NA,NA,NA,0,37260.46971
"1104","etelis","etelis",NA,"etelis",NA,NA,NA,NA,0,36901.15571
"1105","carcharhinus plumbeus","carcharhinus plumbeus","carcharhinus plumbeus","carcharhinus",NA,NA,NA,NA,0,36795.0414
"1106","mora moro","mora moro","mora moro","mora",NA,NA,NA,NA,0,36692.03706
"1107","chelidonichthys capensis","chelidonichthys",NA,"chelidonichthys",NA,NA,NA,NA,0,36260.17165
"1108","parupeneus barberinus","parupeneus",NA,"parupeneus",NA,NA,NA,NA,0,36080.95838
"1109","sebastes melanops","sebastes melanops","sebastes melanops","sebastes",NA,NA,NA,NA,0,35986.22015
"1110","macolor","macolor",NA,"macolor",NA,NA,NA,NA,0,35683.2773
"1111","lutjanus vivanus","lutjanus",NA,"lutjanus",NA,NA,NA,NA,0,35123.07062
"1112","dipturus batis","dipturus",NA,"dipturus",NA,NA,NA,NA,0,35085.49302
"1113","lachnolaimus maximus",NA,NA,NA,NA,NA,NA,NA,1,34884.63868
"1114","lota lota","lota",NA,"lota",NA,NA,NA,NA,0,34675.79838
"1115","atractoscion nobilis","atractoscion nobilis","atractoscion nobilis","atractoscion",NA,NA,NA,NA,0,34537.4816
"1116","cardisoma guanhumi","cardisoma",NA,"cardisoma",NA,NA,NA,NA,0,34498.22736
"1117","palinurus","palinurus",NA,"palinurus",NA,NA,NA,NA,0,34100.52456
"1118","gazza minuta","gazza",NA,"gazza",NA,NA,NA,NA,0,33925.6842
"1119","choromytilus chorus",NA,NA,NA,NA,NA,NA,NA,1,33744.63333
"1120","porichthys plectrodon","aorichthys",NA,"aorichthys",NA,NA,NA,NA,0,33638.60896
"1121","anomura",NA,NA,NA,NA,NA,NA,NA,1,33543.19056
"1122","nematopalaemon schmitti",NA,NA,NA,NA,NA,NA,NA,1,33331.2859
"1123","sphyraena jello","sphyraena jello","sphyraena jello","sphyraena",NA,NA,NA,NA,0,33313.50147
"1124","plectorhinchus macrolepis","plectorhinchus",NA,"plectorhinchus",NA,NA,NA,NA,0,33268.94546
"1125","austroglossus pectoralis",NA,NA,NA,NA,NA,NA,NA,1,33216
"1126","asteroidea","asteroidea",NA,NA,NA,NA,"asteroidea",NA,0,33167.44713
"1127","paralithodes","paralithodes",NA,"paralithodes",NA,NA,NA,NA,0,32834.58874
"1128","prionotus","prionotus",NA,"prionotus",NA,NA,NA,NA,0,32741.03243
"1129","palinurus gilchristi","palinurus",NA,"palinurus",NA,NA,NA,NA,0,32356
"1130","leucoraja erinacea","leucoraja",NA,"leucoraja",NA,NA,NA,NA,0,32305.90399
"1131","hydrolagus","hydrolagus",NA,"hydrolagus",NA,NA,NA,NA,0,32221.50845
"1132","cynoscion reticulatus","cynoscion",NA,"cynoscion",NA,NA,NA,NA,0,32051.16539
"1133","scarus ghobban","scarus ghobban","scarus ghobban","scarus",NA,NA,NA,NA,0,32045.05804
"1134","squatina squatina","squatina",NA,"squatina",NA,NA,NA,NA,0,31840.37072
"1135","scomberomorus regalis","scomberomorus",NA,"scomberomorus",NA,NA,NA,NA,0,31831.02145
"1136","palinurus elephas","palinurus elephas","palinurus elephas","palinurus",NA,NA,NA,NA,0,31500.59875
"1137","solen","solen",NA,"solen",NA,NA,NA,NA,0,31218.57629
"1138","acanthurus lineatus","cantharus lineatus","cantharus lineatus","acanthurus",NA,NA,NA,NA,0,31069.51559
"1139","geryon",NA,NA,NA,NA,NA,NA,NA,1,30621.20234
"1140","acanthurus xanthopterus","acanthurus xanthopterus","acanthurus xanthopterus","acanthurus",NA,NA,NA,NA,0,30606.12376
"1141","amphiarius phrygiatus",NA,NA,NA,NA,NA,NA,NA,1,30526.55065
"1142","argentina sphyraena","argentina sphyraena","argentina sphyraena","argentina",NA,NA,NA,NA,0,30272.93622
"1143","zenopsis nebulosa","zenopsis nebulosa","zenopsis nebulosa","zenopsis",NA,NA,NA,NA,0,30191.6091
"1144","epinephelus polyphekadion","epinephelus",NA,"epinephelus",NA,NA,NA,NA,0,30076.4895
"1145","etmopterus spinax","etmopterus",NA,"etmopterus",NA,NA,NA,NA,0,29462.76321
"1146","venerupis corrugata","venerupis corrugata","venerupis corrugata","venerupis",NA,NA,NA,NA,0,29127.71783
"1147","cancer productus","cancer",NA,"cancer",NA,NA,NA,NA,0,29121.24236
"1148","lutjanus kasmira","lutjanus",NA,"lutjanus",NA,NA,NA,NA,0,29075.0223
"1149","pinna bicolor","panna",NA,"panna",NA,NA,NA,NA,0,28847.04384
"1150","eleginops maclovinus","eleginops maclovinus","eleginops maclovinus","eleginops",NA,NA,NA,NA,0,28504.10374
"1151","ensis siliqua","ensis",NA,"ensis",NA,NA,NA,NA,0,28212.13483
"1152","torpedinidae",NA,NA,NA,NA,NA,NA,NA,1,28117.69333
"1153","maja squinado","maia squinado","maia squinado","maja",NA,NA,NA,NA,0,28116.12403
"1154","carcharias taurus","carchairas",NA,"carchairas",NA,NA,NA,NA,0,28050.75607
"1155","peprilus snyderi","peprilus",NA,"peprilus",NA,NA,NA,NA,0,27859.0452
"1156","pinguipedidae","pinguipedidae",NA,NA,"pinguipedidae",NA,NA,NA,0,27856.41355
"1157","mycteroperca xenarcha","mycteroperca",NA,"mycteroperca",NA,NA,NA,NA,0,27663.7109
"1158","isurus paucus","isurus",NA,"isurus",NA,NA,NA,NA,0,27623.32765
"1159","centriscidae",NA,NA,NA,NA,NA,NA,NA,1,27312.75553
"1160","albula vulpes","mobula",NA,"mobula",NA,NA,NA,NA,0,27234.66572
"1161","aphareus rutilans","apharus rutilanus","apharus rutilanus","apharus",NA,NA,NA,NA,0,26913.71552
"1162","hyporhamphus","hyporhamphus",NA,"hyporhamphus",NA,NA,NA,NA,0,26802.98552
"1163","gymnothorax","gymnothorax",NA,"gymnothorax",NA,NA,NA,NA,0,26798.81029
"1164","sarda orientalis","sarda orientalis","sarda orientalis","sarda",NA,NA,NA,NA,0,26796.51672
"1165","makaira","makaira",NA,"makaira",NA,NA,NA,NA,0,26717.12331
"1166","cephalopholis fulva","cephalopholis",NA,"cephalopholis",NA,NA,NA,NA,0,26622.67034
"1167","mycteroperca rubra","mycteroperca rubra","mycteroperca rubra","mycteroperca",NA,NA,NA,NA,0,26620.00532
"1168","hexanchus griseus",NA,NA,NA,NA,NA,NA,NA,1,26193.93657
"1169","scorpaena russula","scorpaena",NA,"scorpaena",NA,NA,NA,NA,0,26117.85487
"1170","holocentrus adscensionis",NA,NA,NA,NA,NA,NA,NA,1,26096.64512
"1171","paphia","paphia",NA,"paphia",NA,NA,NA,NA,0,25987.23115
"1172","ruditapes decussatus","ruditapes decussatus","ruditapes decussatus","ruditapes",NA,NA,NA,NA,0,25964.21303
"1173","leukoma staminea",NA,NA,NA,NA,NA,NA,NA,1,25882.11918
"1174","niphon spinosus","niphon spinosus","niphon spinosus","niphon",NA,NA,NA,NA,0,25768.99021
"1175","callinectes danae","callinectes",NA,"callinectes",NA,NA,NA,NA,0,25734.45873
"1176","tridacna maxima","tridacna maxima","tridacna maxima","tridacna",NA,NA,NA,NA,0,25615.76096
"1177","pseudochaenichthys georgianus",NA,NA,NA,NA,NA,NA,NA,1,25400.12425
"1178","eucinostomus gracilis",NA,NA,NA,NA,NA,NA,NA,1,25396.88541
"1179","parapenaeopsis atlantica","parapenaeopsis atlantica","parapenaeopsis atlantica","parapenaeopsis",NA,NA,NA,NA,0,25333.87213
"1180","orthopristis chrysoptera",NA,NA,NA,NA,NA,NA,NA,1,25106.02793
"1181","saurida undosquamis","saurida undosquamis","saurida undosquamis","saurida",NA,NA,NA,NA,0,25020.00005
"1182","citharus linguatula","citharinus",NA,"citharinus",NA,NA,NA,NA,0,24961.91858
"1183","parupeneus indicus","parupeneus indicus","parupeneus indicus","parupeneus",NA,NA,NA,NA,0,24928.33589
"1184","carcharhinus obscurus","carcharhinus",NA,"carcharhinus",NA,NA,NA,NA,0,24915.67969
"1185","lethrinus obsoletus","lethrinus",NA,"lethrinus",NA,NA,NA,NA,0,24780.3948
"1186","mimachlamys varia","mimachlamys varia","mimachlamys varia","mimachlamys",NA,NA,NA,NA,0,24614.11183
"1187","sebastolobus alascanus","sebastolobus alascanus","sebastolobus alascanus","sebastolobus",NA,NA,NA,NA,0,24443.50112
"1188","meuschenia scaber",NA,NA,NA,NA,NA,NA,NA,1,24317.08633
"1189","ruditapes","ruditapes",NA,"ruditapes",NA,NA,NA,NA,0,23682.56057
"1190","callista chione",NA,NA,NA,NA,NA,NA,NA,1,23629.07743
"1191","callorhinchus capensis","callorhinchus",NA,"callorhinchus",NA,NA,NA,NA,0,23497.44
"1192","sebastes goodei","sebastes",NA,"sebastes",NA,NA,NA,NA,0,23101.97325
"1193","rhabdosargus haffara","rhabdosargus haffara","rhabdosargus haffara","rhabdosargus",NA,NA,NA,NA,0,22893.29805
"1194","chaetodontidae","chaetodontidae",NA,NA,"chaetodontidae",NA,NA,NA,0,22876.44257
"1195","haemulon aurolineatum","haemulom aurolineatum","haemulom aurolineatum","haemulon",NA,NA,NA,NA,0,22849.71633
"1196","trochus niloticus","trichius",NA,"trichius",NA,NA,NA,NA,0,22671.089
"1197","metanephrops challengeri","metanephros challengeri","metanephros challengeri","metanephrops",NA,NA,NA,NA,0,22667.95762
"1198","atherina presbyter","atherina presbyter","atherina presbyter","atherina",NA,NA,NA,NA,0,22628.02863
"1199","selene vomer","selene vomer","selene vomer","selene",NA,NA,NA,NA,0,22615.78055
"1200","pristipomoides multidens","pristipomoides",NA,"pristipomoides",NA,NA,NA,NA,0,22398.91428
"1201","macolor niger","macolor niger","macolor niger","macolor",NA,NA,NA,NA,0,22384.94588
"1202","scorpaena porcus","scorpaena porcus","scorpaena porcus","scorpaena",NA,NA,NA,NA,0,22295.87505
"1203","mulloidichthys martinicus","mulloidichthys",NA,"mulloidichthys",NA,NA,NA,NA,0,22242.84964
"1204","genyonemus lineatus","genyonemus lineatus","genyonemus lineatus","genyonemus",NA,NA,NA,NA,0,22232.59166
"1205","cheilinus undulatus","cheilinus",NA,"cheilinus",NA,NA,NA,NA,0,22229.12138
"1206","haliporoides diomedeae",NA,NA,NA,NA,NA,NA,NA,1,21631.41976
"1207","trachichthyidae","trachichthyidae",NA,NA,"trachichthyidae",NA,NA,NA,0,21560.48398
"1208","dasyatis longa","dasyatis",NA,"dasyatis",NA,NA,NA,NA,0,21542.92987
"1209","austroglossus",NA,NA,NA,NA,NA,NA,NA,1,21386.77746
"1210","pecten jacobaeus","pecten",NA,"pecten",NA,NA,NA,NA,0,21353.58813
"1211","isopisthus remifer","isopisthus",NA,"isopisthus",NA,NA,NA,NA,0,21157.48387
"1212","cheilodactylus variegatus","cheilodactylus variegatus","cheilodactylus variegatus","cheilodactylus",NA,NA,NA,NA,0,21076.76919
"1213","mactromeris polynyma",NA,NA,NA,NA,NA,NA,NA,1,21045
"1214","panulirus gracilis","panulirus",NA,"panulirus",NA,NA,NA,NA,0,20851.69555
"1215","trachinus","trachinus",NA,"trachinus",NA,NA,NA,NA,0,20765.85204
"1216","muraena helena",NA,NA,NA,NA,NA,NA,NA,1,20748.55546
"1217","tautogolabrus adspersus",NA,NA,NA,NA,NA,NA,NA,1,20414.5228
"1218","lepophidium brevibarbe","lepophidium",NA,"lepophidium",NA,NA,NA,NA,0,20338.78296
"1219","aluterus","aluterus",NA,"aluterus",NA,NA,NA,NA,0,20291.19461
"1220","ostrea chilensis","ostrea chilensis","ostrea chilensis","ostrea",NA,NA,NA,NA,0,20021.37619
"1221","etelis oculatus","etelis",NA,"etelis",NA,NA,NA,NA,0,19979.21522
"1222","encrasicholina devisi","encrasicholina devisi","encrasicholina devisi","encrasicholina",NA,NA,NA,NA,0,19953.17681
"1223","mulloidichthys vanicolensis","mulloidichthys",NA,"mulloidichthys",NA,NA,NA,NA,0,19925.49732
"1224","haliporoides sibogae",NA,NA,NA,NA,NA,NA,NA,1,19876.53152
"1225","ctenochaetus striatus","ctenochaetus",NA,"ctenochaetus",NA,NA,NA,NA,0,19784.39902
"1226","argyrozona argyrozona",NA,NA,NA,NA,NA,NA,NA,1,19753
"1227","gymnosarda unicolor",NA,NA,NA,NA,NA,NA,NA,1,19677.65282
"1228","pagrus auriga","pagrus",NA,"pagrus",NA,NA,NA,NA,0,19404.12652
"1229","aristeidae","aristeidae",NA,NA,"aristeidae",NA,NA,NA,0,19306.11583
"1230","zidona dufresnei",NA,NA,NA,NA,NA,NA,NA,1,19281.83463
"1231","carcinus aestuarii","carcinus",NA,"carcinus",NA,NA,NA,NA,0,19206.81224
"1232","hyporthodus flavolimbatus",NA,NA,NA,NA,NA,NA,NA,1,19195.92416
"1233","pristiophorus","istiophorus",NA,"istiophorus",NA,NA,NA,NA,0,19186.67229
"1234","heterocarpus vicarius","heterocarpus",NA,"heterocarpus",NA,NA,NA,NA,0,18963.9277
"1235","lampris guttatus","lampris guttatus","lampris guttatus","lampris",NA,NA,NA,NA,0,18719.69031
"1236","carcharhinus leucas","carcharhinus",NA,"carcharhinus",NA,NA,NA,NA,0,18678.59379
"1237","plectropomus areolatus","plectropomus",NA,"plectropomus",NA,NA,NA,NA,0,18543.87797
"1238","bathyraja brachyurops","bathyraja brachyurops","bathyraja brachyurops","bathyraja",NA,NA,NA,NA,0,18391.60025
"1239","chionoecetes bairdi","chionoecetes",NA,"chionoecetes",NA,NA,NA,NA,0,18187.53981
"1240","gobius niger","gobius niger","gobius niger","gobius",NA,NA,NA,NA,0,18143.8126
"1241","hoplostethus mediterraneus mediterraneus","hoplostethus mediterraneus","hoplostethus mediterraneus","hoplostethus",NA,NA,NA,NA,0,17934.37851
"1242","alosa fallax","alosa fallax","alosa fallax","alosa",NA,NA,NA,NA,0,17736.24488
"1243","prolatilus jugularis","prolatilus jugularis","prolatilus jugularis","prolatilus",NA,NA,NA,NA,0,17546.67619
"1244","myxinidae","myxinidae",NA,NA,"myxinidae",NA,NA,NA,0,17442.31907
"1245","panulirus versicolor","panulirus",NA,"panulirus",NA,NA,NA,NA,0,17248.27953
"1246","panulirus penicillatus","panulirus penicillatus","panulirus penicillatus","panulirus",NA,NA,NA,NA,0,17246.27553
"1247","hyporthodus nigritus",NA,NA,NA,NA,NA,NA,NA,1,17061.32983
"1248","oratosquilla oratoria","oratosquilla oratoria","oratosquilla oratoria","oratosquilla",NA,NA,NA,NA,0,17041.73016
"1249","stromateus brasiliensis","stromateus brasiliensis","stromateus brasiliensis","stromateus",NA,NA,NA,NA,0,16845.98075
"1250","cyttus traversi","cyttus traversi","cyttus traversi","cyttus",NA,NA,NA,NA,0,16817.34591
"1251","monotaxis grandoculis","monotaxis grandoculis","monotaxis grandoculis","monotaxis",NA,NA,NA,NA,0,16730.60864
"1252","chaetodipterus zonatus",NA,NA,NA,NA,NA,NA,NA,1,16559.74979
"1253","albulidae",NA,NA,NA,NA,NA,NA,NA,1,16551.81495
"1254","dissostichus","dissostichus",NA,"dissostichus",NA,NA,NA,NA,0,16535.75
"1255","lethrinus borbonicus","lethrinus",NA,"lethrinus",NA,NA,NA,NA,0,16462.86831
"1256","cnidaria","undaria",NA,"undaria",NA,NA,NA,"cnidaria",0,16443.09077
"1257","arnoglossus laterna","arnoglossus laterna","arnoglossus laterna","arnoglossus",NA,NA,NA,NA,0,16314.23733
"1258","mycteroperca phenax","mycteroperca",NA,"mycteroperca",NA,NA,NA,NA,0,16169.51494
"1259","hyporthodus niveatus",NA,NA,NA,NA,NA,NA,NA,1,16072.13249
"1260","chimaera monstrosa","chimaera monstrosa","chimaera monstrosa","chimaera",NA,NA,NA,NA,0,15953.98007
"1261","epinephelus adscensionis","epinephelus",NA,"epinephelus",NA,NA,NA,NA,0,15867.28165
"1262","parupeneus multifasciatus","parupeneus",NA,"parupeneus",NA,NA,NA,NA,0,15690.18038
"1263","carangoides bajad","carangoides bajad","carangoides bajad","carangoides",NA,NA,NA,NA,0,15645.77577
"1264","genypterus","genypterus",NA,"genypterus",NA,NA,NA,NA,0,15595.04111
"1265","anchoa hepsetus","anchoa hepsetus","anchoa hepsetus","anchoa",NA,NA,NA,NA,0,15560.03451
"1266","plagiogeneion rubiginosum",NA,NA,NA,NA,NA,NA,NA,1,15369.32901
"1267","plectropomus leopardus","plectropomus leopardus","plectropomus leopardus","plectropomus",NA,NA,NA,NA,0,15308.18331
"1268","dalatias licha","galaxias",NA,"galaxias",NA,NA,NA,NA,0,15289.8879
"1269","lethrinus microdon","lethrinus",NA,"lethrinus",NA,NA,NA,NA,0,15259.40006
"1270","conger orbignianus","conger",NA,"conger",NA,NA,NA,NA,0,15216.59915
"1271","scomberomorus semifasciatus","scomberomorus",NA,"scomberomorus",NA,NA,NA,NA,0,15136.57529
"1272","negaprion brevirostris",NA,NA,NA,NA,NA,NA,NA,1,15044.79414
"1273","epinephelus polylepis","epinephelus",NA,"epinephelus",NA,NA,NA,NA,0,14941.18564
"1274","saccostrea","saccostrea",NA,"saccostrea",NA,NA,NA,NA,0,14807.85155
"1275","coris julis","coris",NA,"coris",NA,NA,NA,NA,0,14696.46
"1276","gasterosteus aculeatus","gasterosteus aculeatus","gasterosteus aculeatus","gasterosteus",NA,NA,NA,NA,0,14616.87298
"1277","mullus argentinae","mullus argentinae","mullus argentinae","mullus",NA,NA,NA,NA,0,14591.1675
"1278","epinephelus multinotatus","epinephelus multinotatus","epinephelus multinotatus","epinephelus",NA,NA,NA,NA,0,14578.64827
"1279","haemulon bonariense","haemulon",NA,"haemulon",NA,NA,NA,NA,0,14499.0281
"1280","stichopus","stichopus",NA,"stichopus",NA,NA,NA,NA,0,14457.84985
"1281","macrourus","macrourus",NA,"macrourus",NA,NA,NA,NA,0,14368.89562
"1282","psettichthys melanostictus",NA,NA,NA,NA,NA,NA,NA,1,14252.19675
"1283","cheilinus trilobatus","cheilinus trilobatus","cheilinus trilobatus","cheilinus",NA,NA,NA,NA,0,14136.69213
"1284","lethrinus rubrioperculatus","lethrinus",NA,"lethrinus",NA,NA,NA,NA,0,14089.8032
"1285","pelecus cultratus","peneaus",NA,"peneaus",NA,NA,NA,NA,0,14078.76109
"1286","scarus rubroviolaceus","scarus",NA,"scarus",NA,NA,NA,NA,0,14066.97985
"1287","dasyatis pastinaca","dasyatis pastinaca","dasyatis pastinaca","dasyatis",NA,NA,NA,NA,0,13838.55383
"1288","goneplax rhomboides",NA,NA,NA,NA,NA,NA,NA,1,13798.72252
"1289","pseudocyttus maculatus",NA,NA,NA,NA,NA,NA,NA,1,13648.07141
"1290","alepes djedaba","alepes djedaba","alepes djedaba","alepes",NA,NA,NA,NA,0,13538.04119
"1291","sagmariasus verreauxi",NA,NA,NA,NA,NA,NA,NA,1,13362.91984
"1292","tetrapturus pfluegeri","tetrapturus",NA,"tetrapturus",NA,NA,NA,NA,0,13322.79574
"1293","kyphosus vaigiensis","kyphosus vaigiensis","kyphosus vaigiensis","kyphosus",NA,NA,NA,NA,0,13291.93765
"1294","ophichthidae","ophichthidae",NA,NA,"ophichthidae",NA,NA,NA,0,13251.53463
"1295","lutjanus apodus","lutjanus",NA,"lutjanus",NA,NA,NA,NA,0,13213.62835
"1296","mulloidichthys flavolineatus","mulloidichthys",NA,"mulloidichthys",NA,NA,NA,NA,0,13192.22075
"1297","somniosus microcephalus",NA,NA,NA,NA,NA,NA,NA,1,13188.54594
"1298","carcharhinus brachyurus","carcharhinus",NA,"carcharhinus",NA,NA,NA,NA,0,13154.1651
"1299","stenodus leucichthys","stenodus leucichthys","stenodus leucichthys","stenodus",NA,NA,NA,NA,0,13091.58094
"1300","polydactylus sexfilis","polydactylus",NA,"polydactylus",NA,NA,NA,NA,0,13010.33068
"1301","raja microocellata","raja",NA,"raja",NA,NA,NA,NA,0,12868.19984
"1302","harengula jaguana",NA,NA,NA,NA,NA,NA,NA,1,12746.05284
"1303","leptoscarus vaigiensis",NA,NA,NA,NA,NA,NA,NA,1,12634.06872
"1304","lepidotrigla cavillone","lepidotrigla",NA,"lepidotrigla",NA,NA,NA,NA,0,12594.78554
"1305","naso lituratus","naso",NA,"naso",NA,NA,NA,NA,0,12576.63293
"1306","haemulon sciurus","haemulon",NA,"haemulon",NA,NA,NA,NA,0,12385.15148
"1307","neocyttus rhomboidalis",NA,NA,NA,NA,NA,NA,NA,1,12368.94487
"1308","stereolepis gigas","stereolepis gigas","stereolepis gigas","stereolepis",NA,NA,NA,NA,0,12298.26846
"1309","scorpaena scrofa","scorpaena scrofa","scorpaena scrofa","scorpaena",NA,NA,NA,NA,0,12203.83091
"1310","bollmannia chlamydes",NA,NA,NA,NA,NA,NA,NA,1,12172.70999
"1311","gerres longirostris","gerres",NA,"gerres",NA,NA,NA,NA,0,12155.86798
"1312","sebastes pinniger","sebastes pinniger","sebastes pinniger","sebastes",NA,NA,NA,NA,0,11916.90968
"1313","tridacna gigas","tridacna",NA,"tridacna",NA,NA,NA,NA,0,11864.48833
"1314","epinephelus analogus","epinephelus",NA,"epinephelus",NA,NA,NA,NA,0,11839.26393
"1315","abudefduf","abudefduf",NA,"abudefduf",NA,NA,NA,NA,0,11774.86847
"1316","metapenaeus endeavouri","metapenaeus endeavouri","metapenaeus endeavouri","metapenaeus",NA,NA,NA,NA,0,11730.09395
"1317","hipposcarus longiceps",NA,NA,NA,NA,NA,NA,NA,1,11713.13333
"1318","eucinostomus argenteus",NA,NA,NA,NA,NA,NA,NA,1,11511.54967
"1319","scorpaenichthys marmoratus",NA,NA,NA,NA,NA,NA,NA,1,11338.04628
"1320","kyphosus cinerascens","kyphosus cinerascens","kyphosus cinerascens","kyphosus",NA,NA,NA,NA,0,11310.66984
"1321","leuciscus idus","leuciscus idus","leuciscus idus","leuciscus",NA,NA,NA,NA,0,11226.52024
"1322","lepidorhombus boscii","lepidorhombus boscii","lepidorhombus boscii","lepidorhombus",NA,NA,NA,NA,0,11129.71233
"1323","carcharodon carcharias",NA,NA,NA,NA,NA,NA,NA,1,11012.2619
"1324","tapes rhomboides","tapes",NA,"tapes",NA,NA,NA,NA,0,10901.12334
"1325","chaenocephalus aceratus","chaenocephalus aceratus","chaenocephalus aceratus","chaenocephalus",NA,NA,NA,NA,0,10842.25025
"1326","cynoscion stolzmanni","cynoscion",NA,"cynoscion",NA,NA,NA,NA,0,10828.09642
"1327","makaira mazara","makaira mazara","makaira mazara","makaira",NA,NA,NA,NA,0,10793.79508
"1328","lutjanus erythropterus","lutjanus",NA,"lutjanus",NA,NA,NA,NA,0,10785.33159
"1329","selene brevoortii","selene",NA,"selene",NA,NA,NA,NA,0,10677.18568
"1330","heteropriacanthus cruentatus","heteropriacanthus cruentatus","heteropriacanthus cruentatus","heteropriacanthus",NA,NA,NA,NA,0,10660.80436
"1331","petromyzontidae",NA,NA,NA,NA,NA,NA,NA,1,10653.96136
"1332","zenarchopterus dispar",NA,NA,NA,NA,NA,NA,NA,1,10650.713
"1333","micropogonias altipinnis","micropogonias",NA,"micropogonias",NA,NA,NA,NA,0,10611.53449
"1334","etelis coruscans","etelis coruscans","etelis coruscans","etelis",NA,NA,NA,NA,0,10559.07928
"1335","lobotes pacificus","lobotes",NA,"lobotes",NA,NA,NA,NA,0,10551.8498
"1336","labrus bergylta","labrus bergylta","labrus bergylta","labrus",NA,NA,NA,NA,0,10474.10177
"1337","epinephelus chlorostigma","epinephelus chlorostigma","epinephelus chlorostigma","epinephelus",NA,NA,NA,NA,0,10421.86531
"1338","semicossyphus pulcher","semicossyphus",NA,"semicossyphus",NA,NA,NA,NA,0,10345.80474
"1339","pomacanthus maculosus","priacanthus",NA,"priacanthus",NA,NA,NA,NA,0,10340.99959
"1340","mycteroperca venenosa","mycteroperca",NA,"mycteroperca",NA,NA,NA,NA,0,10305.52527
"1341","hyporthodus mystacinus",NA,NA,NA,NA,NA,NA,NA,1,10222.6203
"1342","rapana","rapana",NA,"rapana",NA,NA,NA,NA,0,10218.45508
"1343","perna perna","perna",NA,"perna",NA,NA,NA,NA,0,10112.96746
"1344","deania calcea","deania calceus","deania calceus","deania",NA,NA,NA,NA,0,10107.56662
"1345","lithognathus","lithognathus",NA,"lithognathus",NA,NA,NA,NA,0,10040.94928
"1346","acanthurus nigricauda","acanthurus",NA,"acanthurus",NA,NA,NA,NA,0,9908.947864
"1347","menidia menidia","munida",NA,"munida",NA,NA,NA,NA,0,9774.166786
"1348","bairdiella ronchus",NA,NA,NA,NA,NA,NA,NA,1,9746.043053
"1349","psettodes belcheri","psettodes",NA,"psettodes",NA,NA,NA,NA,0,9737.75656
"1350","epinephelus fuscoguttatus","epinephelus",NA,"epinephelus",NA,NA,NA,NA,0,9712.008458
"1351","pempheridae",NA,NA,NA,NA,NA,NA,NA,1,9694.676845
"1352","sebastes viviparus","sebastes viviparus","sebastes viviparus","sebastes",NA,NA,NA,NA,0,9690.915993
"1353","chelon labrosus","chelon labrosus","chelon labrosus","chelon",NA,NA,NA,NA,0,9664.050788
"1354","trachinotus mookalee","trachinotus",NA,"trachinotus",NA,NA,NA,NA,0,9662.577336
"1355","lamniformes","lamniformes",NA,NA,NA,"lamniformes",NA,NA,0,9628.400276
"1356","diodon",NA,NA,NA,NA,NA,NA,NA,1,9595.573601
"1357","pleoticus robustus","pleoticus",NA,"pleoticus",NA,NA,NA,NA,0,9531.207721
"1358","mya arenaria","mya arenaria","mya arenaria","mya",NA,NA,NA,NA,0,9520.13529
"1359","pandalus hypsinotus","pandalus hypsinotus","pandalus hypsinotus","pandalus",NA,NA,NA,NA,0,9440.6
"1360","scyliorhinus","scyliorhinus",NA,"scyliorhinus",NA,NA,NA,NA,0,9434.359724
"1361","variola louti","variola louti","variola louti","variola",NA,NA,NA,NA,0,9425.252967
"1362","pandalus montagui","pandalus",NA,"pandalus",NA,NA,NA,NA,0,9402.5772
"1363","ensis directus","ensis",NA,"ensis",NA,NA,NA,NA,0,9355.092286
"1364","plectropomus pessuliferus","plectropomus",NA,"plectropomus",NA,NA,NA,NA,0,9350.528509
"1365","chlorurus microrhinos","chlorurus",NA,"chlorurus",NA,NA,NA,NA,0,9081.835811
"1366","rhizoprionodon porosus","rhizoprionodon",NA,"rhizoprionodon",NA,NA,NA,NA,0,9070.841464
"1367","echidna nebulosa",NA,NA,NA,NA,NA,NA,NA,1,9039.074366
"1368","sepia latimanus","sepia",NA,"sepia",NA,NA,NA,NA,0,9039.074366
"1369","liza ramada","liza ramada","liza ramada","liza",NA,NA,NA,NA,0,8935.939439
"1370","tresus nuttallii","tresus",NA,"tresus",NA,NA,NA,NA,0,8841.038932
"1371","epinephelus merra","epinephelus merra","epinephelus merra","epinephelus",NA,NA,NA,NA,0,8827.56784
"1372","microgadus tomcod",NA,NA,NA,NA,NA,NA,NA,1,8776.586774
"1373","bolinus brandaris","bodianus",NA,"bodianus",NA,NA,NA,NA,0,8667.835844
"1374","littorinidae","littorinidae",NA,NA,"littorinidae",NA,NA,NA,0,8608.93872
"1375","scarus oviceps","scarus",NA,"scarus",NA,NA,NA,NA,0,8604.664548
"1376","pellonula leonensis","pellona",NA,"pellona",NA,NA,NA,NA,0,8568.824148
"1377","sargocentron spiniferum","sargocentron spiniferum","sargocentron spiniferum","sargocentron",NA,NA,NA,NA,0,8561.596587
"1378","parupeneus cyclostomus","parupenus cyclostomus","parupenus cyclostomus","parupeneus",NA,NA,NA,NA,0,8358.249893
"1379","scarus dimidiatus","scarus",NA,"scarus",NA,NA,NA,NA,0,8358.249893
"1380","hypomesus pretiosus","hypomesus pretiosus","hypomesus pretiosus","hypomesus",NA,NA,NA,NA,0,8250.653065
"1381","dentex congoensis","dentex",NA,"dentex",NA,NA,NA,NA,0,8141.822354
